AW08ÇÃéûì_Ç≈ÇÃéÊà¯èÛãµ	ç≈êVéÊà¯ÉVÅ[ÉYÉì	OBICä«óùÇÃÉuÉâÉìÉhó™èÃ	OBICä«óùÇÃÉuÉâÉìÉhCode	éÊçûópÉuÉâÉìÉhCode	BrandñºèÃ	Brand èZèä	Brand ìsés	Brand óXï÷î‘çÜ	Brand çëñº	Brand çëcd	tel	fax	Mobile	íSìñé“	íSìñé“EMAIL	âÔé–ñº	Shipperñº	Shipper çëñº	Shipper çëcd	í â›	éxï•èåèÅiBulkÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢	éxï•èåè îıçl	éxï•Ç¢ó\íËã‡äzéZèoï˚ñ@			éxï•èåèÅiSampleÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢																âﬂãéÇÃèÓïÒ		
*	SS07	PLM	519	519	ATELIER PALMACCIO	11 Avenue Laumiere	Paris	75019	FRANCE	FRA	33.(0)1.48.31.45.34	33.(0)1.48.31.45.34	33.(0)6.18.47.57.04	Christine Palmaccio	christine@palmaccio.com	SARL SCARLET	SARL SCARLET	FRANCE	FRA	EUR	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70	100% with main order's payment	16	0.00%	excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1003	30%confirmation/70%30days after shipment date	WITH DEPOSIT
continue				2007	ATELIER VM	"Via Santa Croce, 21"	Milano	20122	ITALY	ITA	39.0289.409970	39.02894.18419	39.3492.263926	Marta/ñÚétÇ≥ÇÒ	info@ateliervm.com	VIEMME S.N.C.	VIEMME S.N.C.	ITALY	ITA	EUR	30% at proforma invoice 70% after shipment date	36	3.00%	excluded		ETD	10	70				excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1217	"30% on proforma, 70% after delivery"	*
continue				2118	ATOLL'IN	14 Avenue E. Vaillant	Pantin	93500	FRANCE	FRA	33.(0)1.41.71.29.00	33.(0)1.41.71.29.01		M. Thibaut Virey	mail@atollin.com	ATOLL'IN	ATOLL'IN	FRANCE	FRA	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0				excluded	SHELL	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1180	100% on Proforma	*
continue		HPBQ	261	3001	ATTIMO	"Cakmakli Mah. 4. Bolge 9.Cad. 117.Sk.,"	Kirac Buyukcekmece Istanbul	34500	TURKEY	TUR	90 212 886 21 51	90 212 886 21 71		Burak	burak@incideri.com	Inci Deri Mamulleri San. Ve Tic. A.S.		TURKEY	TUR	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	SHOES	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1511	"30% deposit, 70% before delivery"	*
continue		AVIU	216	216	AVIU	Via Strada di mezzo	san costanzo / pu	61039	ITALY	ITA	+39 0721.961252	+39 0721.961244		Elenora Battistelli	info@aviu.it	DFG Srl	DFG Srl	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	RTW	Theatre						Tomoko Mori	sample05	Tomoko Mori	sample05	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1537	30% at Proforma / 70% before shipment	*
*	SS08			2008	AVRIL GAU	3 Rue Reymond	Die	26150	FRANCE	FRA	33.(0)4.75.21.09.99	33.(0)4.75.21.09.98	33.(0)6.07.59.81.82	Avril	avril@club.internet.fr	EURL AVRIL GAU	EURL AVRIL GAU	FRANCE	FRA	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	SHOSE	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1274	30%proforma 70% after delivery	*
*	SS08			2119	AW06	Via Cocapana  9	Quistello (MN)	46026	ITALY	ITA	39.0535.40506 / 40507	39.0535.43023		Ms.Lucia/Mr.Giulio	licia@olmarandmirta.it	OLMAR and MIRTA SRL	OLMAR and MIRTA SRL	ITALY	ITA	EUR	L/C 	51	3.00%	excluded		ETA	15	100	100% before shipment date 	15	3.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1025	L/C	100% before shipment
*	SS07			2120	B.BONGIANA ACCESSORI	"Via roma, 24"	Castelfranco v.to(tv)CAP	31033	ITALY	ITA	39.0423.498099	39.0423.498099	39.339.3341230	Barbara	info@b.bongiana.com	BARBARA BONGIANA	BARBARA	ITALY	ITA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1297	Proforma in advance	*
continue		BORN	303	303	B.O.R.N	Paardestraat 36	Sittard	6131 HC	NETHERLANDS	NLD	31.46.4588520	31.46.4588520		Norbert	b.o.r.n@xs4all.nl	NORBERT FIDDELERS	NORBERT FIDDELERS	NETHERLANDS	NLD	EUR	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	ACC	H.P.FRANCE BOUTIQUE	Laichi					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	976	100% after receiving goods	*
continue				2121	BAGAILLE	145 rue des Routiers ZI de Jalday	St Jean de Luz	64500	FRANCE	FRA	33.(0)5.59.85.10.15	33.(0)5.59.85.31.03		Sebastien		BAGAILLE		FRANCE	FRA	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0				excluded	FABRIC	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1076	100% on Proforma	*
continue				2122	BAIJA	18 Rue Yves Toudic	Paris	75010	FRANCE	FRA	33.(0)1.42 39 64 19	33.(0)1.42.49.30.83		Fabrice/Alice	baija2@wanadoo.fr			FRANCE	FRA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	DECO	Deco	HPH					DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1320	"30% proforma, 70% before shipping"	*
continue				2010	BAOBAB	1 Rue Firmin Gemier 75018 Paris	Paris	75018	FRANCE	FRA	33.(0)1.42.26.11.77	33.(0)1.42.26.11.77			pro@baobab-home.fr	SARL KRISTO	SARL KRISTO	FRANCE	FRA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1490	100% on Proforma	*
continue		BR	141	141	BARBARA RIHL	46 rue de Naples	Paris	75008	FRANCE	FRA	33.(0)1.42.89.16.75	33.(0)1.42.94.95.42	33.(0)6.11.62.21.98	Barbara	barbararihl@gmail.com	BARBARA RIHL	BARBARA RIHL	FRANCE	FRA	EUR	30% at proforma invoice 70% 30days after shipment date	31	12.00%	excluded		ETD	30	70	100% 30days after shipment date 	7	0.00%	excluded	BAG	Showroom						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1161	30%proforma/70% 30days after invoice date	30days after invoice date
continue		BND	196	196	BENEDICTE	"9, ter rue Paul Feval 75018 Paris"	Paris	75018	FRANCE	FRA	33.(0)1.40.34.54.76	33.(0)1.53.26.92.84		Christophe Benedicte	benedicte.mouret@dbmail.com	HAUTE NOUVEAUTE	HAUTE NOUVEAUTE	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	ACC	H.P.FRANCE BIJOUX						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	907	30days after invoice date	*
*	SS07			2123	BERNY DEMORE	"Via Pietro Nenni, 20"	Mungnano di Napoli(NA)	80018	ITALY	ITA	81.5764551	81.5764334			delducasrl@libero.it	Calzaturificio Del Duca S.R.L	Del Duca S.R.L	ITALY	ITA	EUR			0.00%	excluded								excluded	SHOES	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1418		*
continue		HPBQ	261	3002	Bijules NYC	299 East 8th St #19	New York	NY 10009	UNITED STATES	USA	347.262.0921		3472620921	Kim Jules	info@bijulesnyc.com	Bijules NYC		UNITED STATES	USA	USD	50% at proforma invoice 50% before shipment date	50	5.00%	excluded		*	*	0				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1512	50% deposit / 50% before delivery	*
*	AW08			2011	BINETTI	"501 5th Ave, Suite#2001"	New York	NY 10017	UNITED STATES	USA	1.212.682.0419			"Ada(shipment), Luz(sales)"	ada.binetti@usa.com	BINETTI INC.	BINETTI INC.	UNITED STATES	USA	USD	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0	100% with main order's payment	16	0.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1530	"30% on proforma, 70% before delivery"	paid with main order's payment
*	SS07	LAX	799	3018	BLACK AND BROWN	"141 West 36th street, Fl. 12a"	New York	NY 10018	UNITED STATES	USA	212-594-4999	212-594-0770				Cynthia oconner + company		UNITED STATES	USA	JPY	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1354	COD	*
continue		LAX	799	3019	BLUE PLATE	"525 Seventh Avenue, Suite 309"	New York	NY 10018	UNITED STATES	USA	212.382.0069	212.382.9972		Lina		SIMONIA FASHIONS LP		UNITED STATES	USA	JPY			0.00%	excluded								excluded		Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1460		*
*	SS07			2124	BN DIFFUSION	66 Avenue Le Breteuil	Paris	75007	FRANCE	FRA	33.(0)1.40.65.09.43	33.(0)1.40.65.07.27		Nadia	info@bndiffusion.com	BN Diffusion		FRANCE	FRA	EUR	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0				excluded	DECO	HPH						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1384	"50% on confirmation,50% before delivery"	*
continue				2012	BOBA	De la Torre 17 Bajos Izquierda	Barcelona	08006	SPAIN	ESP	34 932 232 684	34 933 324 994		Robert	robert@wepwawet.net	Gimenez&Zuazo SL	Gimenez&Zuazo SL	SPAIN	ESP	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	RTW	Usagi Pour Toi						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1415	"30% at confirmation,70% after delivery"	*
*	SS07			2125	BO'EM	"12 West 57th St., Suite80"	New York	NY 10019	UNITED STATES	USA	212.727.0404	212.727.0099		Amy	amyolson@bo-em.com	THE RJM GROUP	THE RJM GROUP	UNITED STATES	USA	USD	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded		Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1332	100%before delivery	*
*	SS07			2126	BONBON OISEAU	"116 Noble St., Studio1"	Brooklyn	NY 11222	UNITED STATES	USA	+001 646 281 1126	+001 646 619 4304		Deborah Stein	Bonbonoiseau@aol.com	BonBon Oiseau LLC		UNITED STATES	USA	USD	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70				excluded	ACC	Usagi Pour Toi						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1416	"30% Deposit at proforma, 70% 30days net"	*
continue				2013	BORBA MARGO	"Unit 101E Mare St Studios, 203-213 Mare St,"	London	E8 3QE	UNITED KINGDOM	GBR	+44 (0)20.8510.9685		+44 (0)7782507428			Borba Margo Ltd	Borba Margo Ltd	UNITED KINGDOM	GBR	GBP	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0				excluded	BELT	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1538	50% At Proforma/50% Before Delivery	*
*	AW07			2127	BOUDICCA	1st Floor 45 Vyner Street	London	E2 9DQ	UNITED KINGDOM	GBR	44.(0)20 8981 9413	44.(0)20 8980 4689		Meg van Heck	boudicca@platform13.com	PLATFORM 13 LTD.	PLATFORM 13 LTD.	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0	100% with main order's payment	16		excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1030	30% on Proforma/70% Before shipment	paid with main order's payment
continue		LHH	546	546	BP BY LIM HYUN HEE	"328-21, Seogyo Dong, Mapo Ku"	Seoul		KOREA	KOR	82.2.391.5479	82.2.326.1479	82 11 268 0516	Ahn Il Joon	goldspr@hotmail.com	"JAEHEE LIM FASHION INC.,"	"JAEHEE LIM FASHION INC.,"	KOREA	KOR	USD	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0				excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1005	50%confirmation/50%before shipment	*
*	SS07	HPBQ	261	3020	BRASIL NATIONAL	Via Santa Bona Vecchia	Treviso	31100	ITALY	ITA					info@brasilnational.com	Una-Chi srl	Una-Chi srl	ITALY	ITA	EUR	30% at proforma invoice 70% after checking goods	34	3.00%	excluded		î¿ì¸ì˙	10	70	100% at proforma invoice 	14		excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1031	30% on proforma/ 70% after checking goods	100% at proforma invoice
*	SS07	LAX	799	3024	BRAVE	"72 Wingold Avenue,"	Toronto	M6B 1P3	CANADA	CAN	1.416.782.0243	1.418.761.6516				"Brave	Brave Leather Ltd"		CANADA	CAN	JPY	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1356	COD	*
continue		BRS	731	731	BRAVE STAR	1720 E Holly Avenue	EI Segundo	CA 90245	UNITED STATES	USA	310.640.1401	310.640.1488		Mik Sefrontaine		SERFONTAINE	SERFONTAINE	UNITED STATES	USA	USD	50% at proforma invoice 50% after receiving goods	48	20.00%	excluded		î¿ì¸ì˙	10	50				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1363	50% on Proforma/50% after receiving goods	*
continue				2014	BROGDEN	"Via Barberinese, 207"	Campi Bisenzio Firenze	50013	ITALY	ITA	39.055.8940046	39.055.8954472		Mrs.Alice	alice.meucci@laflorens.it	LA FLORENS SRL	LA FLORENS SRL	ITALY	ITA	EUR	100% after receiving goods 	12	3.00%	excluded		î¿ì¸ì˙	10	100	100% with main order's payment	16	3.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1032	100% at receipt of goods	paid with main order's payment
continue		BF	144	144	BRUNO FRISONI	"20, Boulevard Poissonniere"	Paris	75009	FRANCE	FRA	33.(0)1.42.65.20.40	33.(0)1.42.65.20.41		Irene/Cani	cani@brunofrisoni.com	BRUNO FRISONI	MONTE GIOVANNI&C.SNC/FABRICA ITALIANA SCARPE	ITALY	ITA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	0.00%	excluded	SHOES	goldie H.P.FRANCE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	909	30days after invoice date	30days after invoice date/30% UP
*	AW07			2128	BRUNO PIETERS	Aalmoezenierstraat 2	Antwerpen	2000	BELGIUM	BEL	32.(0)3.485.87.35	32.(0)3.485.87.34		Karolien	karolien@brunopieters.com	INTERMASCO N.V.	INTERMASCO N.V.	BELGIUM	BEL	EUR	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0				excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1147	50%deposit by April 15th/50% Before shipment	*
continue				2084	BUBA	"Unit L21, The Old Laboratory, 2 Michael Road"	London 	SW6 2AD	UNITED KINGDOM	GBR	44.(0)20.7384.4540	44.(0)20.7384.9703		Ewan/Lesly	mail@bubalondon.com	BUBA LTD	BUBA LTD	INDIA	IND	GBP	30% at proforma invoice 70% after shipment date	36	3.00%	excluded		ETD	10	70	100% with main order's payment	16	0.00%	excluded	BAG	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1111	30%proforma/70%after shipment	paid with main order's payment
continue		BUL	128	128	BULGA	"208 west 29th street #203, New York, NY / 214 West 39th street #704"	New York	NY	UNITED STATES	USA		646 473 1638		Hiroko	hiroko@bulgausa.com	BULGA		UNITED STATES	USA	USD	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded		H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1400	100% on delivery	*
*	SS07			2129	BURFIT	6bis Rue Ravignan	Paris	75018	FRANCE	FRA	33(0).1.44.64.06.96	33.(0)1.44.64.06.97		Kajsa	"kajsa@burfitt.com, info@burfitt.com"	FAF sarl	FAF sarl	FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1333	100% at delivery	*
continue		BZN	757	757	B-ZEN	333 Cabanel West suite 288	"Montreal,Quebec "		CANADA	CAN	1.514.382.8800	1.514.382.1008		Michael Sue		Bluedot International		CANADA	CAN	USD	100% after shipment date 	13	8.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	845	COD	*
continue				2015	CALOLI	9 bis passage saint ambroise 75011 Paris	Paris	75011	FRANCE	FRA			33.(0)6 09 16 16 22	Carole	caroledichampt@yahoo.fr	BIBI TRADE OU		FRANCE	FRA	EUR	50% at proforma invoice 50% before shipment date	50	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1495	50%  confirmation/50% before delivery	*
continue				2085	CARAVANE	6 Rue Pavee	Paris	75004	FRANCE	FRA	33.(0)1.44.61.04.20	33.(0)1.44.61.04.22			caravane@caravane.fr	FRANCOISE DORGET COMPAGNIE SARL	FRANCOISE DORGET COMPAGNIE SARL	FRANCE	FRA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1489	30% on Proforma 70% before delivery	*
continue		CRB	301	301	CAROLINA BUCCI	"Piazza S. Stefano, 1"	Firenze	50122	ITALY	ITA	39.055.214235	39.055.218547	44.7903.772.986	Carolina	carolina@carolinabucci.com	FERDINANDO BUCCI SRL	FERDINANDO BUCCI SRL	ITALY	ITA	EUR	100% 30days after shipment date 	7	5.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	5.00%	excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	815	30days after invoice date	30days after invoice date
*	SS08			2016	CAROLINE BAGGI	12 Rue Vivienne	Paris	75002	FRANCE	FRA	33.(0)1.48.76.74.98	33.(0)1.48.76.74.98		Caroline	caroline.baggi@ceby.fr	CEBY		FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1427	100% before shipment	*
continue		CASA	319	319	CASA DI MINEA	4-9-16 3F Jingumae Shibuya-ku	Tokyo	150-0001	JAPAN	JPN	03.3401.0843	03.3401.0842		Cristina	sakane@gol.com	LINKS&PARTNERS Co. LTD.	LINKS&PARTNERS Co. LTD.	JAPAN	JPN	JPY	100% 30days from end of month of shipment 	5	0.00%	excluded		ETD	30	100	100% 30days from end of month of shipment 	5	0.00%	excluded	ACC	H.P.FRANCE BIJOUX						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1162	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE
continue		CAST	138	138	CASTANER				JAPAN	JPN						HIGHBRIDGE INTERNATIONAL	HIGHBRIDGE INTERNATIONAL	JAPAN	JPN	JPY	100% 30days from end of month of shipment 	5	0.00%	excluded		ETD	30	100			0.00%	excluded	RTW	Theatre						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1471	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE	*
*	SS08			2017	CATHERINE ANDRE	20 Rue du Rajol	Millau	12100	FRANCE	FRA	33.(0)5.65.60.99.00	33.(0)5.65.60.99.01		Catherine	ca@catherineandre.com	CATHERINE ANDRE MODE UNIT		FRANCE	FRA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	RTW	Usagi Pour Toi						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1422	30% proforma / 70% before shipment	*
continue				2086	CATHERINE PARRA	C/Griva NÅã8 	ValldoreIx Barcelona	08197	SPAIN	ESP	34.935 44 11 55	34.935 89 85 73		Catherine PARRA	catherine@hetru.com	SARL CORNELIE MODE	CORNELIE MODE	SPAIN	ESP	EUR	30% at proforma invoice 70% after shipment date	36	3.00%	excluded		ETD	10	70				excluded	BAG	Usagi Pour Toi						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	910	30% Deposit /70% After delivery	*
*	SS07	CAV	733	733	CAVALERA	"Bom Pastor, 1305 Ipiranga 04203-051,"	San Paolo		BRAZIL	BRA	55.11.6166.4188					K2 COMERCIO DE CONFECCOES LTDA		BRAZIL	BRA	USD	30% at proforma invoice 70% 45days after shipment date	32	20.00%	excluded		ETD	45	70				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Joao Santos	sample01	joao_santos@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1373	30% on Proforma/45days after Invoice date	*
continue				2130	CECILE	"Duffelsesteenweg 162,"	Kontich	B-2550	BELGIUM	BEL	32.(0)3.457.52.53	32.(0)3.457.66.67			info@pomax.com	POMAX	POMAX	BELGIUM	BEL	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1193	100% on Proforma	*
